sex,occ,sex_sp,occ_sp,total
1,334,2,441,1
1,334,2,511,6
1,334,2,522,7
1,334,2,523,2
1,334,2,524,2
1,334,2,532,1
1,334,2,541,30
1,334,2,612,1
1,334,2,622,7
1,334,2,711,7
1,334,2,723,1
1,334,2,731,1
1,334,2,732,1
1,334,2,741,1
1,334,2,742,2
1,334,2,753,1
1,334,2,754,1
1,334,2,832,6
1,334,2,833,1
1,334,2,835,2
1,334,2,911,4
1,334,2,931,2
1,334,2,933,7
1,334,2,962,3
1,334,2,1100,1
1,334,2,2000,7
1,334,2,2100,5
1,334,2,3000,5
1,334,2,3100,11
1,334,2,5000,3
1,334,2,6000,14
1,334,2,9000,3
1,334,2,9999,1
1,335,2,111,1
1,335,2,112,7
1,335,2,121,3
1,335,2,122,2
1,335,2,132,1
1,335,2,134,1
1,335,2,141,1
1,335,2,142,2
1,335,2,214,1
1,335,2,231,1
1,335,2,311,1
1,335,2,312,1
1,335,2,313,2
1,335,2,315,1
1,335,2,331,1
1,335,2,332,1
1,335,2,334,6
1,335,2,335,22
1,335,2,351,1
1,335,2,352,1
1,335,2,411,2
1,335,2,421,1
1,335,2,431,1
1,335,2,441,1
1,335,2,511,2
1,335,2,513,2
1,335,2,522,3
1,335,2,541,6
1,335,2,818,1
1,335,2,832,2
1,335,2,833,4
1,335,2,933,2
1,335,2,2000,2
1,335,2,2100,1
1,335,2,3000,1
1,335,2,3100,5
1,335,2,5000,3
1,335,2,6000,1
1,341,2,111,2
1,341,2,112,3
1,341,2,121,1
1,341,2,132,1
1,341,2,142,2
1,341,2,143,1
1,341,2,216,2
1,341,2,230,1
1,341,2,241,1
1,341,2,261,2
1,341,2,264,1
1,341,2,333,1
1,341,2,334,5
1,341,2,335,1
1,341,2,341,3
1,341,2,411,2
1,341,2,421,1
1,341,2,431,2
1,341,2,522,1
1,341,2,524,1
1,341,2,541,8
1,341,2,622,3
1,341,2,711,1
1,341,2,741,1
1,341,2,754,1
1,341,2,832,1
1,341,2,2100,3
1,341,2,3000,1
1,341,2,3100,1
1,341,2,6000,7
1,342,2,112,1
1,342,2,132,1
1,342,2,133,1
1,342,2,141,1
1,342,2,142,2
1,342,2,143,2
1,342,2,230,1
1,342,2,265,1
1,342,2,311,1
1,342,2,315,2
1,342,2,331,2
1,342,2,335,1
1,342,2,342,4
1,342,2,351,2
1,342,2,522,1
1,342,2,622,1
1,342,2,712,1
1,342,2,962,1
1,342,2,2100,1
1,342,2,3100,1
1,343,2,111,1
1,343,2,112,1
1,343,2,121,4
1,343,2,132,3
1,343,2,133,1
1,343,2,141,3
1,343,2,142,1
1,343,2,143,1
1,343,2,230,1
1,343,2,242,1
1,343,2,261,1
1,343,2,312,2
1,343,2,331,1
1,343,2,334,2
1,343,2,335,1
1,343,2,341,1
1,343,2,342,1
1,343,2,343,2
1,343,2,411,6
1,343,2,511,1
1,343,2,541,3
1,343,2,622,3
1,343,2,711,1
1,343,2,712,1
1,343,2,832,1
1,343,2,911,1
1,343,2,3000,3
1,343,2,3100,1
1,343,2,5000,1
1,343,2,6000,2
1,351,2,111,2
1,351,2,112,2
1,351,2,121,1
1,351,2,122,1
1,351,2,311,2
1,351,2,312,1
1,351,2,321,1
1,351,2,335,1
1,351,2,351,1
1,351,2,411,1
1,351,2,432,1
1,351,2,511,1
1,351,2,541,1
1,351,2,622,1
1,351,2,751,1
1,351,2,911,1
1,351,2,2000,1
1,351,2,2100,2
1,351,2,3100,2
1,351,2,6000,3
1,352,2,142,3
1,352,2,233,1
1,352,2,334,1
1,352,2,352,1
1,352,2,441,1
1,352,2,713,2
1,352,2,5000,1
1,411,2,111,29
1,411,2,112,57
1,411,2,121,19
1,411,2,122,11
1,411,2,132,11
1,411,2,133,1
1,411,2,134,19
1,411,2,141,4
1,411,2,142,42
1,411,2,143,7
1,411,2,211,3
1,411,2,214,6
1,411,2,216,7
1,411,2,221,1
1,411,2,230,11
1,411,2,231,1
1,411,2,233,3
1,411,2,234,4
1,411,2,235,2
1,411,2,241,3
1,411,2,242,1
1,411,2,243,1
1,411,2,251,1
1,411,2,261,5
1,411,2,263,5
1,411,2,264,2
1,411,2,265,4
1,411,2,311,26
1,411,2,312,12
1,411,2,313,12
1,411,2,315,20
1,411,2,321,2
1,411,2,325,4
1,411,2,331,13
1,411,2,332,9
1,411,2,333,1
1,411,2,334,49
1,411,2,335,30
1,411,2,341,5
1,411,2,342,4
1,411,2,343,9
1,411,2,351,16
1,411,2,352,3
1,411,2,411,76
1,411,2,412,3
1,411,2,413,1
1,411,2,421,9
1,411,2,422,7
1,411,2,431,11
1,411,2,432,11
1,411,2,441,4
1,411,2,511,7
1,411,2,512,1
1,411,2,513,11
1,411,2,514,1
1,411,2,515,4
1,411,2,522,16
1,411,2,523,2
1,411,2,524,5
1,411,2,532,1
1,411,2,541,105
1,411,2,611,5
1,411,2,612,1
1,411,2,622,43
1,411,2,711,20
1,411,2,712,2
1,411,2,721,3
1,411,2,723,1
1,411,2,731,2
1,411,2,732,1
1,411,2,741,5
1,411,2,742,3
1,411,2,751,2
1,411,2,753,2
1,411,2,754,2
1,411,2,815,1
1,411,2,818,4
1,411,2,832,29
1,411,2,833,7
1,411,2,834,4
1,411,2,835,11
1,411,2,911,30
1,411,2,931,3
1,411,2,933,14
1,411,2,961,1
1,411,2,962,5
1,411,2,1100,1
1,411,2,2000,12
1,411,2,2100,23
1,411,2,3000,12
1,411,2,3100,35
1,411,2,4000,3
1,411,2,5000,15
1,411,2,6000,66
1,411,2,9000,3
1,411,2,9999,1
1,412,2,112,3
1,412,2,230,1
1,412,2,334,1
1,412,2,335,1
1,412,2,351,1
1,412,2,541,1
1,412,2,932,1
1,412,2,933,1
1,412,2,2100,3
1,413,2,112,1
1,413,2,132,2
1,413,2,334,1
1,413,2,342,1
1,413,2,351,1
1,413,2,422,2
1,413,2,541,1
1,413,2,622,1
1,413,2,741,1
1,413,2,832,1
1,413,2,911,1
1,413,2,3100,1
1,421,2,111,1
1,421,2,112,2
1,421,2,121,5
1,421,2,132,1
1,421,2,134,1
1,421,2,142,2
1,421,2,214,3
1,421,2,230,1
1,421,2,233,1
1,421,2,265,1
1,421,2,311,1
1,421,2,315,4
1,421,2,331,2
1,421,2,334,2
1,421,2,335,2
1,421,2,351,3
1,421,2,352,1
1,421,2,411,1
1,421,2,431,1
1,421,2,432,1
1,421,2,511,1
1,421,2,514,1
1,421,2,515,1
1,421,2,522,2
1,421,2,524,1
1,421,2,541,4
1,421,2,711,1
1,421,2,712,3
1,421,2,723,1
1,421,2,933,2
1,421,2,2000,1
1,421,2,2100,2
1,421,2,3000,1
1,421,2,3100,1
1,421,2,5000,1
1,421,2,6000,2
1,422,2,111,3
1,422,2,112,7
1,422,2,121,5
1,422,2,122,2
1,422,2,134,5
1,422,2,141,4
1,422,2,142,3
1,422,2,143,6
1,422,2,214,2
1,422,2,230,1
1,422,2,233,1
1,422,2,241,4
1,422,2,243,1
1,422,2,251,1
1,422,2,263,1
1,422,2,264,2
1,422,2,311,4
1,422,2,312,1
1,422,2,313,2
1,422,2,315,6
1,422,2,331,2
1,422,2,332,4
1,422,2,334,7
1,422,2,335,9
1,422,2,342,2
1,422,2,351,3
1,422,2,352,4
1,422,2,411,21
1,422,2,421,1
1,422,2,422,9
1,422,2,431,1
1,422,2,432,2
1,422,2,441,1
1,422,2,511,13
1,422,2,513,1
1,422,2,514,2
1,422,2,515,3
1,422,2,521,1
1,422,2,522,11
1,422,2,523,4
1,422,2,524,1
1,422,2,541,30
1,422,2,612,1
1,422,2,622,7
1,422,2,711,6
1,422,2,721,1
1,422,2,723,3
1,422,2,732,1
1,422,2,741,2
1,422,2,742,1
1,422,2,753,1
1,422,2,818,1
1,422,2,832,9
1,422,2,833,2
1,422,2,835,3
1,422,2,911,7
1,422,2,933,4
1,422,2,962,2
1,422,2,2000,7
1,422,2,2100,4
1,422,2,3100,19
1,422,2,5000,3
1,422,2,6000,13
1,431,2,111,4
1,431,2,112,6
1,431,2,121,2
1,431,2,122,1
1,431,2,132,3
1,431,2,141,1
1,431,2,142,5
1,431,2,143,1
1,431,2,214,2
1,431,2,222,1
1,431,2,230,1
1,431,2,233,1
1,431,2,234,1
1,431,2,241,2
1,431,2,311,4
1,431,2,313,1
1,431,2,315,3
1,431,2,325,3
1,431,2,331,1
1,431,2,332,2
1,431,2,334,5
1,431,2,335,1
1,431,2,351,2
1,431,2,352,1
1,431,2,411,15
1,431,2,421,1
1,431,2,431,8
1,431,2,432,2
1,431,2,511,2
1,431,2,512,1
1,431,2,513,2
1,431,2,522,2
1,431,2,523,1
1,431,2,541,12
1,431,2,622,3
1,431,2,711,1
1,431,2,723,2
1,431,2,751,1
1,431,2,832,1
1,431,2,835,1
1,431,2,911,2
1,431,2,931,1
1,431,2,933,1
1,431,2,1100,1
1,431,2,2000,2
1,431,2,2100,1
1,431,2,3000,3
1,431,2,3100,7
1,431,2,5000,5
1,431,2,6000,5
1,432,2,111,1
1,432,2,134,1
1,432,2,263,1
1,432,2,264,1
1,432,2,311,2
1,432,2,351,1
1,432,2,411,1
1,432,2,432,1
1,432,2,522,2
1,432,2,541,1
1,432,2,722,1
1,432,2,931,1
1,432,2,933,1
1,432,2,2000,1
1,432,2,3100,2
1,441,2,112,11
1,441,2,121,3
1,441,2,132,2
1,441,2,134,1
1,441,2,142,5
1,441,2,234,1
1,441,2,241,1
1,441,2,311,1
1,441,2,313,1
1,441,2,315,5
1,441,2,331,1
1,441,2,332,1
1,441,2,333,1
1,441,2,334,8
1,441,2,335,6
1,441,2,343,1
1,441,2,351,2
1,441,2,352,1
1,441,2,411,1
1,441,2,421,1
1,441,2,432,4
1,441,2,441,1
1,441,2,511,1
1,441,2,522,1
1,441,2,523,2
1,441,2,524,1
1,441,2,541,9
1,441,2,612,1
1,441,2,622,2
1,441,2,723,2
1,441,2,815,1
1,441,2,931,1
1,441,2,933,1
1,441,2,2100,2
1,441,2,3100,1
1,441,2,5000,2
1,441,2,9999,1
1,511,2,121,3
1,511,2,122,4
1,511,2,133,3
1,511,2,142,2
1,511,2,216,1
1,511,2,242,1
1,511,2,311,2
1,511,2,312,1
1,511,2,315,4
1,511,2,334,1
1,511,2,342,1
1,511,2,343,2
1,511,2,351,1
1,511,2,352,1
1,511,2,422,2
1,511,2,432,3
1,511,2,511,5
1,511,2,522,2
1,511,2,524,2
1,511,2,622,1
1,511,2,723,1
1,511,2,832,1
1,511,2,2000,2
1,511,2,2100,1
1,511,2,3000,2
1,511,2,3100,2
1,512,2,111,4
1,512,2,132,3
1,512,2,134,1
1,512,2,141,7
1,512,2,142,4
1,512,2,143,1
1,512,2,214,1
1,512,2,230,1
1,512,2,262,1
1,512,2,263,1
1,512,2,311,1
1,512,2,313,1
1,512,2,315,3
1,512,2,334,3
1,512,2,411,5
1,512,2,422,1
1,512,2,512,7
1,512,2,513,3
1,512,2,523,1
1,512,2,524,3
1,512,2,532,1
1,512,2,541,8
1,512,2,622,18
1,512,2,711,10
1,512,2,723,1
1,512,2,731,1
1,512,2,811,1
1,512,2,832,2
1,512,2,833,1
1,512,2,835,1
1,512,2,911,11
1,512,2,931,3
1,512,2,932,1
1,512,2,941,1
1,512,2,961,1
1,512,2,2000,2
1,512,2,3000,1
1,512,2,5000,11
1,512,2,6000,17
1,513,2,112,1
1,513,2,132,1
1,513,2,141,1
1,513,2,213,1
1,513,2,332,1
1,513,2,513,1
1,513,2,515,2
1,513,2,523,1
1,513,2,541,2
1,513,2,622,5
1,513,2,711,1
1,513,2,732,1
1,513,2,911,2
1,513,2,933,1
1,513,2,3000,1
1,513,2,5000,1
1,513,2,6000,1
1,514,2,132,1
1,514,2,216,1
1,514,2,265,3
1,514,2,331,1
1,514,2,422,1
1,514,2,833,1
1,514,2,2000,2
1,515,2,122,1
1,515,2,141,1
1,515,2,311,2
1,515,2,335,1
1,515,2,511,1
1,515,2,522,1
1,515,2,541,3
1,515,2,622,1
1,515,2,711,1
1,515,2,815,1
1,515,2,832,1
1,515,2,911,1
1,515,2,2100,1
1,515,2,3000,2
1,515,2,6000,1
1,516,2,121,1
1,516,2,711,1
1,516,2,6000,1
1,521,2,31,1
1,521,2,263,1
1,521,2,541,1
1,522,2,111,12
1,522,2,112,11
1,522,2,121,6
1,522,2,122,1
1,522,2,132,4
1,522,2,134,12
1,522,2,141,5
1,522,2,142,109
1,522,2,143,3
1,522,2,214,2
1,522,2,230,7
1,522,2,233,4
1,522,2,234,2
1,522,2,235,3
1,522,2,263,8
1,522,2,265,1
1,522,2,311,13
1,522,2,312,6
1,522,2,313,3
1,522,2,315,25
1,522,2,322,1
1,522,2,325,3
1,522,2,331,4
1,522,2,332,3
1,522,2,334,19
1,522,2,335,8
1,522,2,343,2
1,522,2,351,9
1,522,2,411,28
1,522,2,421,1
1,522,2,422,2
1,522,2,431,5
1,522,2,432,6
1,522,2,441,1
1,522,2,511,8
1,522,2,512,1
1,522,2,513,3
1,522,2,515,1
1,522,2,522,101
1,522,2,523,3
1,522,2,524,3
1,522,2,541,55
1,522,2,611,6
1,522,2,622,52
1,522,2,711,20
1,522,2,712,2
1,522,2,721,2
1,522,2,722,1
1,522,2,723,2
1,522,2,731,2
1,522,2,741,1
1,522,2,742,1
1,522,2,751,1
1,522,2,754,3
1,522,2,811,1
1,522,2,818,2
1,522,2,832,17
1,522,2,833,4
1,522,2,835,3
1,522,2,911,32
1,522,2,921,1
1,522,2,931,6
1,522,2,933,6
1,522,2,941,1
1,522,2,962,6
1,522,2,2000,17
1,522,2,2100,4
1,522,2,3000,7
1,522,2,3100,14
1,522,2,5000,16
1,522,2,6000,54
1,522,2,9000,4
1,523,2,112,3
1,523,2,121,5
1,523,2,132,3
1,523,2,134,3
1,523,2,141,3
1,523,2,142,13
1,523,2,143,1
1,523,2,216,1
1,523,2,230,2
1,523,2,231,2
1,523,2,263,2
1,523,2,265,1
1,523,2,311,3
1,523,2,312,2
1,523,2,313,2
1,523,2,315,4
1,523,2,325,1
1,523,2,331,2
1,523,2,332,3
1,523,2,334,2
1,523,2,335,2
1,523,2,342,2
1,523,2,343,1
1,523,2,352,1
1,523,2,411,6
1,523,2,421,1
1,523,2,422,2
1,523,2,431,1
1,523,2,432,3
1,523,2,511,1
1,523,2,513,2
1,523,2,522,6
1,523,2,523,10
1,523,2,541,14
1,523,2,622,9
1,523,2,711,2
1,523,2,712,2
1,523,2,721,1
1,523,2,754,1
1,523,2,832,3
1,523,2,833,1
1,523,2,835,2
1,523,2,911,5
1,523,2,931,1
1,523,2,933,1
1,523,2,2000,4
1,523,2,2100,2
1,523,2,3100,2
1,523,2,5000,3
1,523,2,6000,13
1,524,2,111,1
1,524,2,112,2
1,524,2,132,1
1,524,2,141,1
1,524,2,142,6
1,524,2,143,1
1,524,2,241,1
1,524,2,251,1
1,524,2,311,1
1,524,2,313,1
1,524,2,315,1
1,524,2,334,5
1,524,2,335,1
1,524,2,342,1
1,524,2,411,2
1,524,2,421,1
1,524,2,422,1
1,524,2,432,1
1,524,2,511,1
1,524,2,522,2
1,524,2,523,2
1,524,2,524,4
1,524,2,541,3
1,524,2,622,4
1,524,2,751,1
1,524,2,753,1
1,524,2,815,1
1,524,2,832,2
1,524,2,911,2
1,524,2,933,5
1,524,2,962,1
1,524,2,2000,1
1,524,2,2100,2
1,524,2,3100,1
1,524,2,6000,6
1,531,2,111,1
1,531,2,112,3
1,531,2,132,3
1,531,2,141,2
1,531,2,142,4
1,531,2,214,1
1,531,2,230,3
1,531,2,234,1
1,531,2,235,1
1,531,2,263,1
1,531,2,311,2
1,531,2,313,1
1,531,2,315,2
1,531,2,334,2
1,531,2,335,1
1,531,2,351,1
1,531,2,411,5
1,531,2,432,1
1,531,2,522,1
1,531,2,524,1
1,531,2,541,12
1,531,2,622,10
1,531,2,711,5
1,531,2,721,1
1,531,2,722,1
1,531,2,723,1
1,531,2,817,1
1,531,2,832,3
1,531,2,833,2
1,531,2,835,4
1,531,2,911,5
1,531,2,931,3
1,531,2,933,4
1,531,2,941,1
1,531,2,961,1
1,531,2,962,2
1,531,2,1100,1
1,531,2,2000,6
1,531,2,3000,1
1,531,2,5000,3
1,531,2,6000,11
1,532,2,111,1
1,532,2,112,1
1,532,2,142,1
1,532,2,211,1
1,532,2,233,1
1,532,2,234,1
1,532,2,313,1
1,532,2,315,2
1,532,2,411,4
1,532,2,422,1
1,532,2,512,1
1,532,2,513,4
1,532,2,515,1
1,532,2,522,6
1,532,2,532,2
1,532,2,541,5
1,532,2,611,1
1,532,2,622,22
1,532,2,711,6
1,532,2,832,3
1,532,2,833,1
1,532,2,835,1
1,532,2,911,7
1,532,2,933,2
1,532,2,962,1
1,532,2,2000,3
1,532,2,3000,3
1,532,2,3100,2
1,532,2,5000,5
1,532,2,6000,7
1,541,2,112,4
1,541,2,122,2
1,541,2,132,1
1,541,2,134,4
1,541,2,141,3
1,541,2,142,5
1,541,2,230,2
1,541,2,235,1
1,541,2,241,1
1,541,2,263,1
1,541,2,311,1
1,541,2,312,1
1,541,2,315,9
1,541,2,332,1
1,541,2,334,4
1,541,2,335,4
1,541,2,342,1
1,541,2,351,2
1,541,2,352,1
1,541,2,411,1
1,541,2,432,4
1,541,2,441,1
1,541,2,511,2
1,541,2,522,6
1,541,2,523,1
1,541,2,541,67
1,541,2,622,7
1,541,2,711,2
1,541,2,723,1
1,541,2,742,1
1,541,2,751,1
1,541,2,833,1
1,541,2,835,2
1,541,2,911,7
1,541,2,931,1
1,541,2,933,4
1,541,2,2000,4
1,541,2,2100,6
1,541,2,3000,5
1,541,2,3100,3
1,541,2,4000,1
1,541,2,5000,2
1,541,2,6000,6
1,541,2,9000,2
1,611,2,111,4
1,611,2,112,8
1,611,2,121,1
1,611,2,132,4
1,611,2,134,7
1,611,2,142,7
1,611,2,143,1
1,611,2,214,2
1,611,2,230,8
1,611,2,233,1
1,611,2,234,2
1,611,2,235,3
1,611,2,261,1
1,611,2,263,12
1,611,2,311,3
1,611,2,312,3
1,611,2,313,9
1,611,2,315,17
1,611,2,325,2
1,611,2,331,1
1,611,2,334,7
1,611,2,343,1
1,611,2,411,13
1,611,2,422,1
1,611,2,431,3
1,611,2,512,1
1,611,2,513,2
1,611,2,515,1
1,611,2,521,1
1,611,2,522,11
1,611,2,524,2
1,611,2,532,1
1,611,2,541,28
1,611,2,611,180
1,611,2,612,2
1,611,2,622,98
1,611,2,711,52
1,611,2,712,1
1,611,2,721,3
1,611,2,723,1
1,611,2,731,6
1,611,2,751,9
1,611,2,752,1
1,611,2,753,1
1,611,2,754,4
1,611,2,832,8
1,611,2,833,2
1,611,2,834,3
1,611,2,835,12
1,611,2,911,75
1,611,2,921,2
1,611,2,931,3
1,611,2,932,1
1,611,2,933,4
1,611,2,961,3
1,611,2,962,2
1,611,2,2000,5
1,611,2,2100,1
1,611,2,3000,13
1,611,2,3100,2
1,611,2,4000,1
1,611,2,5000,24
1,611,2,6000,99
1,611,2,9000,1
1,611,2,9999,2
1,612,2,111,1
1,612,2,311,1
1,612,2,622,2
1,622,2,111,1
1,622,2,142,1
1,622,2,234,1
1,622,2,315,3
1,622,2,331,1
1,622,2,351,1
1,622,2,522,1
1,622,2,541,2
1,622,2,611,1
1,622,2,622,41
1,622,2,711,3
1,622,2,712,1
1,622,2,722,1
1,622,2,731,2
1,622,2,741,1
1,622,2,753,1
1,622,2,832,1
1,622,2,911,2
1,622,2,2000,1
1,622,2,3000,3
1,622,2,3100,1
1,622,2,5000,2
1,622,2,6000,2
1,622,2,9000,1
1,711,2,234,1
1,711,2,541,1
1,711,2,622,1
1,711,2,711,4
1,711,2,731,2
1,711,2,911,4
1,711,2,933,1
1,711,2,3000,1
1,711,2,5000,1
1,711,2,6000,3
1,711,2,9000,2
1,722,2,722,2
1,723,2,6000,1
1,731,2,111,45
1,731,2,112,8
1,731,2,121,2
1,731,2,131,1
1,731,2,132,7
1,731,2,134,9
1,731,2,141,7
1,731,2,142,23
1,731,2,143,1
1,731,2,214,5
1,731,2,221,3
1,731,2,222,2
1,731,2,230,27
1,731,2,233,14
1,731,2,234,9
1,731,2,235,6
1,731,2,261,3
1,731,2,263,29
1,731,2,311,35
1,731,2,312,8
1,731,2,313,20
1,731,2,315,62
1,731,2,321,1
1,731,2,322,1
1,731,2,325,6
1,731,2,331,3
1,731,2,334,20
1,731,2,335,3
1,731,2,341,1
1,731,2,351,1
1,731,2,352,1
1,731,2,411,21
1,731,2,421,1
1,731,2,422,3
1,731,2,431,9
1,731,2,432,1
1,731,2,512,6
1,731,2,513,2
1,731,2,514,1
1,731,2,515,4
1,731,2,516,1
1,731,2,521,3
1,731,2,522,39
1,731,2,523,1
1,731,2,524,1
1,731,2,532,1
1,731,2,541,105
1,731,2,611,82
1,731,2,612,1
1,731,2,622,495
1,731,2,711,263
1,731,2,712,9
1,731,2,713,1
1,731,2,721,5
1,731,2,722,8
1,731,2,723,8
1,731,2,731,148
1,731,2,741,6
1,731,2,751,27
1,731,2,753,5
1,731,2,754,12
1,731,2,811,3
1,731,2,815,3
1,731,2,832,23
1,731,2,833,10
1,731,2,834,1
1,731,2,835,46
1,731,2,911,260
1,731,2,912,1
1,731,2,921,4
1,731,2,931,23
1,731,2,932,2
1,731,2,933,9
1,731,2,941,2
1,731,2,961,10
1,731,2,962,6
1,731,2,2000,27
1,731,2,3000,45
1,731,2,3100,4
1,731,2,4000,1
1,731,2,5000,155
1,731,2,6000,430
1,731,2,9000,13
1,731,2,9999,1
1,732,2,111,1
1,732,2,143,1
1,732,2,234,1
1,732,2,311,1
1,732,2,335,1
1,732,2,352,1
1,732,2,432,1
1,732,2,511,1
1,732,2,541,3
1,732,2,622,3
1,732,2,711,1
1,732,2,832,1
1,732,2,5000,1
1,732,2,6000,4
1,741,2,313,1
1,741,2,731,1
1,741,2,5000,1
1,742,2,315,1
1,751,2,31,1
1,751,2,111,18
1,751,2,112,37
1,751,2,121,15
1,751,2,122,1
1,751,2,131,1
1,751,2,132,27
1,751,2,133,1
1,751,2,134,23
1,751,2,141,26
1,751,2,142,50
1,751,2,143,17
1,751,2,214,5
1,751,2,216,4
1,751,2,230,13
1,751,2,231,1
1,751,2,233,4
1,751,2,234,7
1,751,2,235,7
1,751,2,241,2
1,751,2,242,1
1,751,2,243,1
1,751,2,251,2
1,751,2,261,4
1,751,2,263,24
1,751,2,264,1
1,751,2,265,1
1,751,2,311,32
1,751,2,312,17
1,751,2,313,10
1,751,2,315,49
1,751,2,321,1
1,751,2,323,1
1,751,2,325,2
1,751,2,331,5
1,751,2,332,4
1,751,2,333,1
1,751,2,334,31
1,751,2,335,10
1,751,2,341,4
1,751,2,342,2
1,751,2,343,3
1,751,2,351,2
1,751,2,352,3
1,751,2,411,40
1,751,2,421,2
1,751,2,422,6
1,751,2,431,2
1,751,2,432,10
1,751,2,441,5
1,751,2,511,7
1,751,2,512,7
1,751,2,513,11
1,751,2,515,4
1,751,2,521,3
1,751,2,522,49
1,751,2,523,7
1,751,2,524,7
1,751,2,531,2
1,751,2,532,3
1,751,2,541,80
1,751,2,611,31
1,751,2,622,308
1,751,2,711,97
1,751,2,712,7
1,751,2,713,3
1,751,2,721,4
1,751,2,722,3
1,751,2,723,6
1,751,2,731,18
1,751,2,732,2
1,751,2,741,4
1,751,2,742,1
1,751,2,751,99
1,751,2,752,2
1,751,2,753,5
1,751,2,754,4
1,751,2,811,1
1,751,2,815,1
1,751,2,818,2
1,751,2,832,51
1,751,2,833,21
1,751,2,834,1
1,751,2,835,35
1,751,2,911,105
1,751,2,921,2
1,751,2,931,21
1,751,2,932,1
1,751,2,933,16
1,751,2,941,4
1,751,2,961,12
1,751,2,962,3
1,751,2,2000,19
1,751,2,2100,8
1,751,2,3000,31
1,751,2,3100,14
1,751,2,4000,4
1,751,2,5000,80
1,751,2,6000,217
1,751,2,9000,10
1,751,2,9999,3
1,752,2,622,1
1,753,2,111,14
1,753,2,112,33
1,753,2,121,15
1,753,2,122,7
1,753,2,132,19
1,753,2,134,13
1,753,2,141,9
1,753,2,142,42
1,753,2,143,10
1,753,2,211,1
1,753,2,216,1
1,753,2,230,10
1,753,2,231,5
1,753,2,233,1
1,753,2,234,1
1,753,2,235,3
1,753,2,241,1
1,753,2,242,1
1,753,2,261,1
1,753,2,263,5
1,753,2,264,2
1,753,2,265,1
1,753,2,311,23
1,753,2,312,4
1,753,2,313,9
1,753,2,315,35
1,753,2,325,4
1,753,2,331,4
1,753,2,332,2
1,753,2,334,32
1,753,2,335,14
1,753,2,342,2
1,753,2,343,3
1,753,2,351,5
1,753,2,352,1
1,753,2,411,24
1,753,2,422,5
1,753,2,431,1
1,753,2,432,6
1,753,2,441,3
1,753,2,511,4
1,753,2,512,6
1,753,2,513,3
1,753,2,515,8
1,753,2,521,1
1,753,2,522,20
1,753,2,523,5
1,753,2,524,6
1,753,2,541,25
1,753,2,611,5
1,753,2,612,1
1,753,2,622,76
1,753,2,711,40
1,753,2,712,4
1,753,2,721,3
1,753,2,722,1
1,753,2,723,6
1,753,2,731,4
1,753,2,741,3
1,753,2,742,1
1,753,2,751,4
1,753,2,752,3
1,753,2,753,7
1,753,2,754,7
1,753,2,818,2
1,753,2,832,38
1,753,2,833,16
1,753,2,835,10
1,753,2,911,29
1,753,2,931,14
1,753,2,932,3
1,753,2,933,8
1,753,2,961,3
1,753,2,962,4
1,753,2,2000,10
1,753,2,2100,8
1,753,2,3000,11
1,753,2,3100,12
1,753,2,4000,2
1,753,2,5000,21
1,753,2,6000,175
1,753,2,9000,7
1,754,2,133,1
1,754,2,142,1
1,754,2,342,1
1,754,2,541,2
1,754,2,731,1
1,754,2,911,1
1,754,2,2000,1
1,811,2,411,1
1,813,2,5000,1
1,813,2,6000,1
1,815,2,111,1
1,815,2,112,2
1,815,2,134,1
1,815,2,142,1
1,815,2,230,1
1,815,2,235,1
1,815,2,263,1
1,815,2,311,2
1,815,2,315,6
1,815,2,331,1
1,815,2,335,1
1,815,2,343,1
1,815,2,411,2
1,815,2,513,1
1,815,2,515,2
1,815,2,522,4
1,815,2,541,10
1,815,2,611,1
1,815,2,622,15
1,815,2,711,7
1,815,2,721,1
1,815,2,741,1
1,815,2,753,1
1,815,2,815,3
1,815,2,832,4
1,815,2,835,1
1,815,2,911,2
1,815,2,931,1
1,815,2,933,1
1,815,2,941,1
1,815,2,2000,1
1,815,2,2100,1
1,815,2,3000,1
1,815,2,5000,5
1,815,2,6000,11
1,815,2,9999,1
1,818,2,818,1
1,818,2,832,2
1,831,2,6000,1
1,832,2,322,1
1,832,2,325,1
1,832,2,5000,1
1,833,2,5000,1
1,834,2,611,1
1,835,2,312,1
1,911,2,111,11
1,911,2,112,9
1,911,2,121,2
1,911,2,122,2
1,911,2,132,8
1,911,2,134,3
1,911,2,141,4
1,911,2,142,19
1,911,2,143,3
1,911,2,214,3
1,911,2,216,1
1,911,2,230,6
1,911,2,233,5
1,911,2,234,8
1,911,2,235,1
1,911,2,241,1
1,911,2,262,1
1,911,2,263,22
1,911,2,311,16
1,911,2,312,4
1,911,2,313,4
1,911,2,315,35
1,911,2,322,2
1,911,2,325,2
1,911,2,331,1
1,911,2,332,1
1,911,2,334,18
1,911,2,335,2
1,911,2,341,3
1,911,2,342,1
1,911,2,343,3
1,911,2,352,1
1,911,2,411,31
1,911,2,431,4
1,911,2,432,7
1,911,2,441,3
1,911,2,511,3
1,911,2,512,6
1,911,2,513,4
1,911,2,515,3
1,911,2,521,1
1,911,2,522,19
1,911,2,523,4
1,911,2,524,3
1,911,2,531,1
1,911,2,532,2
1,911,2,541,95
1,911,2,611,22
1,911,2,622,233
1,911,2,711,70
1,911,2,712,1
1,911,2,713,4
1,911,2,721,8
1,911,2,722,1
1,911,2,723,3
1,911,2,731,8
