sex,occ,sex_sp,occ_sp,total
1,412,2,351,100
1,412,2,932,100
1,413,2,31,100
1,413,2,112,100
1,413,2,132,200
1,413,2,351,100
1,413,2,622,100
1,413,2,741,100
1,413,2,832,100
1,421,2,21,100
1,421,2,31,100
1,421,2,112,200
1,421,2,121,500
1,421,2,132,100
1,421,2,142,200
1,421,2,214,200
1,421,2,233,100
1,421,2,311,100
1,421,2,315,300
1,421,2,331,100
1,421,2,334,200
1,421,2,335,100
1,421,2,351,100
1,421,2,411,100
1,421,2,431,100
1,421,2,514,100
1,421,2,515,100
1,421,2,541,300
1,421,2,711,100
1,421,2,712,300
1,421,2,723,100
1,421,2,933,100
1,421,2,3000,100
1,421,2,6000,200
1,422,2,21,300
1,422,2,31,1500
1,422,2,111,200
1,422,2,112,500
1,422,2,121,100
1,422,2,122,200
1,422,2,134,300
1,422,2,141,100
1,422,2,142,100
1,422,2,214,100
1,422,2,233,100
1,422,2,241,300
1,422,2,263,100
1,422,2,311,300
1,422,2,312,100
1,422,2,313,200
1,422,2,315,300
1,422,2,332,400
1,422,2,334,500
1,422,2,335,400
1,422,2,351,200
1,422,2,352,300
1,422,2,411,800
1,422,2,421,100
1,422,2,422,300
1,422,2,432,200
1,422,2,511,600
1,422,2,513,100
1,422,2,521,100
1,422,2,522,500
1,422,2,523,200
1,422,2,541,1600
1,422,2,622,100
1,422,2,711,200
1,422,2,721,100
1,422,2,742,100
1,422,2,753,100
1,422,2,818,100
1,422,2,832,400
1,422,2,833,100
1,422,2,835,100
1,422,2,911,200
1,422,2,933,200
1,422,2,2000,400
1,422,2,5000,200
1,422,2,6000,1200
1,431,2,11,100
1,431,2,31,700
1,431,2,111,200
1,431,2,112,300
1,431,2,121,200
1,431,2,122,100
1,431,2,132,200
1,431,2,142,400
1,431,2,143,100
1,431,2,222,100
1,431,2,234,100
1,431,2,241,100
1,431,2,311,200
1,431,2,315,200
1,431,2,331,100
1,431,2,332,100
1,431,2,334,400
1,431,2,335,100
1,431,2,351,100
1,431,2,411,900
1,431,2,431,500
1,431,2,432,200
1,431,2,511,100
1,431,2,513,100
1,431,2,522,100
1,431,2,523,100
1,431,2,541,700
1,431,2,622,200
1,431,2,711,100
1,431,2,723,200
1,431,2,751,100
1,431,2,832,100
1,431,2,911,100
1,431,2,933,100
1,431,2,3000,100
1,431,2,5000,300
1,431,2,6000,500
1,432,2,31,200
1,432,2,111,100
1,432,2,134,100
1,432,2,263,100
1,432,2,264,100
1,432,2,311,200
1,432,2,351,100
1,432,2,522,100
1,432,2,541,100
1,432,2,722,100
1,432,2,931,100
1,432,2,2000,100
1,441,2,21,100
1,441,2,31,100
1,441,2,112,1100
1,441,2,121,300
1,441,2,132,200
1,441,2,134,100
1,441,2,142,300
1,441,2,234,100
1,441,2,241,100
1,441,2,315,400
1,441,2,332,100
1,441,2,334,800
1,441,2,335,300
1,441,2,343,100
1,441,2,352,100
1,441,2,411,100
1,441,2,421,100
1,441,2,432,200
1,441,2,523,100
1,441,2,524,100
1,441,2,541,500
1,441,2,612,100
1,441,2,622,200
1,441,2,723,100
1,441,2,815,100
1,441,2,931,100
1,441,2,933,100
1,441,2,5000,100
1,441,2,9999,100
1,511,2,21,100
1,511,2,31,200
1,511,2,121,300
1,511,2,122,200
1,511,2,133,300
1,511,2,142,100
1,511,2,242,100
1,511,2,311,200
1,511,2,312,100
1,511,2,315,400
1,511,2,342,100
1,511,2,343,100
1,511,2,351,100
1,511,2,352,100
1,511,2,422,100
1,511,2,432,200
1,511,2,511,400
1,511,2,524,100
1,511,2,2000,200
1,511,2,3000,200
1,512,2,111,200
1,512,2,132,200
1,512,2,141,300
1,512,2,142,300
1,512,2,143,100
1,512,2,214,100
1,512,2,311,100
1,512,2,313,100
1,512,2,334,200
1,512,2,411,400
1,512,2,422,100
1,512,2,512,600
1,512,2,513,300
1,512,2,523,200
1,512,2,524,300
1,512,2,532,100
1,512,2,541,700
1,512,2,622,1600
1,512,2,711,800
1,512,2,723,100
1,512,2,731,100
1,512,2,753,100
1,512,2,811,100
1,512,2,832,200
1,512,2,833,100
1,512,2,911,800
1,512,2,931,300
1,512,2,961,100
1,512,2,3000,100
1,512,2,5000,1200
1,512,2,6000,1800
1,513,2,132,100
1,513,2,141,100
1,513,2,213,100
1,513,2,332,100
1,513,2,513,100
1,513,2,515,200
1,513,2,523,100
1,513,2,541,100
1,513,2,622,300
1,513,2,711,100
1,513,2,911,200
1,513,2,933,100
1,513,2,3000,100
1,513,2,5000,100
1,513,2,6000,100
1,514,2,132,100
1,514,2,216,100
1,514,2,265,300
1,514,2,331,100
1,514,2,422,100
1,514,2,833,100
1,514,2,5000,100
1,515,2,21,100
1,515,2,141,100
1,515,2,311,200
1,515,2,541,100
1,515,2,711,100
1,515,2,815,100
1,515,2,832,100
1,515,2,911,100
1,515,2,3000,100
1,515,2,6000,100
1,516,2,121,100
1,516,2,5000,100
1,516,2,6000,100
1,521,2,263,100
1,521,2,541,100
1,522,2,21,200
1,522,2,31,700
1,522,2,111,500
1,522,2,112,800
1,522,2,121,500
1,522,2,122,100
1,522,2,132,300
1,522,2,134,800
1,522,2,141,400
1,522,2,142,10800
1,522,2,143,300
1,522,2,214,100
1,522,2,230,500
1,522,2,233,400
1,522,2,234,100
1,522,2,235,200
1,522,2,263,400
1,522,2,265,100
1,522,2,311,800
1,522,2,312,600
1,522,2,313,100
1,522,2,315,1900
1,522,2,322,100
1,522,2,325,100
1,522,2,331,300
1,522,2,332,100
1,522,2,334,1400
1,522,2,335,700
1,522,2,343,200
1,522,2,351,500
1,522,2,411,1800
1,522,2,421,100
1,522,2,422,200
1,522,2,431,400
1,522,2,432,400
1,522,2,511,700
1,522,2,513,100
1,522,2,515,100
1,522,2,522,9700
1,522,2,523,300
1,522,2,524,100
1,522,2,541,3600
1,522,2,611,600
1,522,2,622,2400
1,522,2,711,1200
1,522,2,721,100
1,522,2,722,100
1,522,2,731,100
1,522,2,751,100
1,522,2,754,200
1,522,2,818,100
1,522,2,832,1200
1,522,2,833,300
1,522,2,835,100
1,522,2,911,1800
1,522,2,921,100
1,522,2,931,500
1,522,2,933,400
1,522,2,941,100
1,522,2,962,300
1,522,2,2000,700
1,522,2,3000,600
1,522,2,5000,1200
1,522,2,6000,5400
1,522,2,9000,500
1,523,2,21,100
1,523,2,31,200
1,523,2,112,300
1,523,2,121,500
1,523,2,132,300
1,523,2,134,300
1,523,2,141,300
1,523,2,142,1200
1,523,2,143,100
1,523,2,216,100
1,523,2,230,100
1,523,2,231,100
1,523,2,263,100
1,523,2,265,100
1,523,2,312,100
1,523,2,313,100
1,523,2,315,300
1,523,2,325,100
1,523,2,331,100
1,523,2,332,300
1,523,2,334,100
1,523,2,335,100
1,523,2,342,100
1,523,2,343,100
1,523,2,411,400
1,523,2,421,100
1,523,2,422,100
1,523,2,432,200
1,523,2,522,500
1,523,2,523,900
1,523,2,541,700
1,523,2,622,300
1,523,2,711,100
1,523,2,754,100
1,523,2,832,200
1,523,2,911,200
1,523,2,931,100
1,523,2,5000,300
1,523,2,6000,1300
1,524,2,21,200
1,524,2,31,100
1,524,2,111,100
1,524,2,112,200
1,524,2,132,100
1,524,2,141,100
1,524,2,142,600
1,524,2,143,100
1,524,2,241,100
1,524,2,251,100
1,524,2,311,100
1,524,2,313,100
1,524,2,315,100
1,524,2,334,400
1,524,2,335,100
1,524,2,411,100
1,524,2,421,100
1,524,2,422,100
1,524,2,432,100
1,524,2,511,100
1,524,2,522,200
1,524,2,523,200
1,524,2,524,300
1,524,2,541,300
1,524,2,622,300
1,524,2,753,100
1,524,2,815,100
1,524,2,911,100
1,524,2,933,500
1,524,2,962,100
1,524,2,2000,100
1,524,2,6000,600
1,531,2,11,100
1,531,2,112,200
1,531,2,132,200
1,531,2,141,100
1,531,2,142,400
1,531,2,214,100
1,531,2,230,200
1,531,2,235,100
1,531,2,263,100
1,531,2,311,100
1,531,2,315,200
1,531,2,334,200
1,531,2,335,100
1,531,2,351,100
1,531,2,411,500
1,531,2,432,100
1,531,2,522,100
1,531,2,531,100
1,531,2,541,1000
1,531,2,622,800
1,531,2,711,500
1,531,2,721,300
1,531,2,723,100
1,531,2,817,100
1,531,2,832,300
1,531,2,833,200
1,531,2,835,400
1,531,2,911,500
1,531,2,931,300
1,531,2,933,400
1,531,2,961,100
1,531,2,962,200
1,531,2,2000,400
1,531,2,3000,100
1,531,2,5000,300
1,531,2,6000,1100
1,532,2,31,100
1,532,2,111,100
1,532,2,112,100
1,532,2,142,100
1,532,2,211,100
1,532,2,313,100
1,532,2,315,200
1,532,2,411,200
1,532,2,422,100
1,532,2,512,100
1,532,2,513,400
1,532,2,515,100
1,532,2,522,400
1,532,2,532,100
1,532,2,541,500
1,532,2,611,100
1,532,2,622,1400
1,532,2,711,400
1,532,2,832,200
1,532,2,833,100
1,532,2,835,100
1,532,2,911,600
1,532,2,933,200
1,532,2,962,100
1,532,2,2000,100
1,532,2,3000,100
1,532,2,5000,500
1,532,2,6000,700
1,541,2,21,600
1,541,2,31,200
1,541,2,122,100
1,541,2,132,100
1,541,2,134,200
1,541,2,141,100
1,541,2,142,400
1,541,2,235,100
1,541,2,263,100
1,541,2,315,700
1,541,2,332,100
1,541,2,334,200
1,541,2,335,200
1,541,2,342,100
1,541,2,351,200
1,541,2,411,100
1,541,2,432,200
1,541,2,441,100
1,541,2,522,500
1,541,2,541,4900
1,541,2,622,700
1,541,2,711,200
1,541,2,751,100
1,541,2,835,200
1,541,2,911,500
1,541,2,931,100
1,541,2,933,200
1,541,2,3000,300
1,541,2,5000,200
1,541,2,6000,600
1,541,2,9000,200
1,611,2,21,100
1,611,2,31,200
1,611,2,111,400
1,611,2,112,700
1,611,2,121,100
1,611,2,132,400
1,611,2,134,400
1,611,2,142,700
1,611,2,143,100
1,611,2,214,100
1,611,2,230,200
1,611,2,233,100
1,611,2,234,200
1,611,2,261,100
1,611,2,263,1100
1,611,2,265,100
1,611,2,311,300
1,611,2,312,200
1,611,2,313,800
1,611,2,315,1500
1,611,2,325,100
1,611,2,331,100
1,611,2,334,600
1,611,2,343,100
1,611,2,411,1000
1,611,2,422,100
1,611,2,431,300
1,611,2,512,100
1,611,2,515,100
1,611,2,521,100
1,611,2,522,1500
1,611,2,524,100
1,611,2,532,100
1,611,2,541,2500
1,611,2,611,20700
1,611,2,612,200
1,611,2,622,8900
1,611,2,711,4600
1,611,2,712,100
1,611,2,721,200
1,611,2,722,100
1,611,2,723,100
1,611,2,731,700
1,611,2,751,700
1,611,2,752,100
1,611,2,754,400
1,611,2,832,700
1,611,2,833,200
1,611,2,834,200
1,611,2,835,1000
1,611,2,911,6000
1,611,2,921,100
1,611,2,931,300
1,611,2,932,100
1,611,2,933,400
1,611,2,961,100
1,611,2,962,100
1,611,2,2000,200
1,611,2,3000,900
1,611,2,4000,100
1,611,2,5000,3900
1,611,2,6000,10000
1,611,2,9000,100
1,611,2,9999,200
1,612,2,111,100
1,612,2,311,100
1,612,2,622,100
1,612,2,731,100
1,622,2,31,100
1,622,2,111,100
1,622,2,315,300
1,622,2,331,100
1,622,2,351,100
1,622,2,522,100
1,622,2,541,200
1,622,2,611,200
1,622,2,622,3900
1,622,2,711,200
1,622,2,712,100
1,622,2,731,300
1,622,2,741,100
1,622,2,832,100
1,622,2,911,200
1,622,2,3000,300
1,622,2,5000,200
1,622,2,6000,200
1,622,2,9000,100
1,711,2,234,100
1,711,2,622,100
1,711,2,711,400
1,711,2,731,200
1,711,2,911,400
1,711,2,933,100
1,711,2,3000,100
1,711,2,5000,100
1,711,2,6000,300
1,711,2,9000,100
1,722,2,722,200
1,723,2,6000,100
1,731,2,31,200
1,731,2,111,2900
1,731,2,112,700
1,731,2,121,200
1,731,2,131,100
1,731,2,132,600
1,731,2,134,600
1,731,2,141,500
1,731,2,142,2200
1,731,2,214,300
1,731,2,230,1900
1,731,2,233,700
1,731,2,234,200
1,731,2,235,500
1,731,2,261,300
1,731,2,263,2800
1,731,2,311,2600
1,731,2,312,500
1,731,2,313,1600
1,731,2,315,5600
1,731,2,321,100
1,731,2,322,100
1,731,2,323,200
1,731,2,325,400
1,731,2,331,300
1,731,2,334,1400
1,731,2,335,300
1,731,2,351,100
1,731,2,352,100
1,731,2,411,1200
1,731,2,431,700
1,731,2,432,100
1,731,2,512,500
1,731,2,513,200
1,731,2,515,200
1,731,2,516,100
1,731,2,521,300
1,731,2,522,3500
1,731,2,532,100
1,731,2,541,9900
1,731,2,611,8900
1,731,2,612,100
1,731,2,622,44100
1,731,2,711,23300
1,731,2,712,800
1,731,2,713,100
1,731,2,721,200
1,731,2,722,900
1,731,2,723,700
1,731,2,731,15300
1,731,2,741,500
1,731,2,751,2600
1,731,2,753,100
1,731,2,754,900
1,731,2,811,300
1,731,2,815,300
1,731,2,832,1900
1,731,2,833,900
1,731,2,834,100
1,731,2,835,3700
1,731,2,911,21800
1,731,2,912,100
1,731,2,921,500
1,731,2,931,1800
1,731,2,932,200
1,731,2,933,700
1,731,2,941,200
1,731,2,961,800
1,731,2,962,400
1,731,2,2000,2000
1,731,2,3000,4600
1,731,2,4000,400
1,731,2,5000,22800
1,731,2,6000,43000
1,731,2,9000,1300
1,731,2,9999,100
1,732,2,143,100
1,732,2,311,100
1,732,2,335,100
1,732,2,352,100
1,732,2,511,100
1,732,2,524,100
1,732,2,622,200
1,732,2,711,100
1,732,2,5000,100
1,732,2,6000,400
1,741,2,313,100
1,741,2,731,100
1,741,2,5000,100
1,751,2,21,500
1,751,2,31,1000
1,751,2,111,1200
1,751,2,112,3300
1,751,2,121,1400
1,751,2,122,100
1,751,2,132,2200
1,751,2,134,1500
1,751,2,141,2400
1,751,2,142,5000
1,751,2,143,1200
1,751,2,214,200
1,751,2,216,300
1,751,2,230,800
1,751,2,231,100
1,751,2,233,200
1,751,2,234,300
1,751,2,235,600
1,751,2,241,200
1,751,2,251,100
1,751,2,261,400
1,751,2,263,2400
1,751,2,265,100
1,751,2,311,2500
1,751,2,312,1600
1,751,2,313,700
1,751,2,315,3900
1,751,2,323,100
1,751,2,325,200
1,751,2,331,500
1,751,2,332,400
1,751,2,333,100
1,751,2,334,2600
1,751,2,335,600
1,751,2,341,400
1,751,2,342,200
1,751,2,343,200
1,751,2,351,100
1,751,2,352,200
1,751,2,411,2500
1,751,2,421,100
1,751,2,422,400
1,751,2,431,100
1,751,2,432,700
1,751,2,441,400
1,751,2,511,400
1,751,2,512,700
1,751,2,513,400
1,751,2,515,300
1,751,2,521,200
1,751,2,522,4600
1,751,2,523,800
1,751,2,524,600
1,751,2,532,200
1,751,2,541,6700
1,751,2,611,2900
1,751,2,622,25800
1,751,2,711,8100
1,751,2,712,500
1,751,2,713,200
1,751,2,721,100
1,751,2,722,400
1,751,2,723,700
1,751,2,731,1700
1,751,2,732,200
1,751,2,741,300
1,751,2,751,11900
1,751,2,752,100
1,751,2,753,400
1,751,2,754,300
1,751,2,811,100
1,751,2,815,100
1,751,2,832,4300
1,751,2,833,1900
1,751,2,834,100
1,751,2,835,2700
1,751,2,911,8400
1,751,2,921,200
1,751,2,931,1900
1,751,2,932,100
1,751,2,933,1500
1,751,2,941,300
1,751,2,961,700
1,751,2,962,400
1,751,2,2000,1500
1,751,2,3000,2700
1,751,2,4000,200
1,751,2,5000,9800
1,751,2,6000,21500
1,751,2,9000,1100
1,751,2,9999,300
1,752,2,622,100
1,753,2,21,700
1,753,2,31,1000
1,753,2,111,1100
1,753,2,112,3500
1,753,2,121,1400
1,753,2,122,300
1,753,2,132,1600
1,753,2,134,1100
1,753,2,141,800
1,753,2,142,3500
1,753,2,143,1000
1,753,2,214,100
1,753,2,216,100
1,753,2,230,700
1,753,2,231,500
1,753,2,233,100
1,753,2,234,100
1,753,2,235,200
1,753,2,241,100
1,753,2,261,100
1,753,2,263,400
1,753,2,264,200
1,753,2,311,1700
1,753,2,312,400
1,753,2,313,800
1,753,2,315,3200
1,753,2,325,400
1,753,2,331,200
1,753,2,332,100
1,753,2,334,3000
1,753,2,335,1100
1,753,2,342,100
1,753,2,343,200
1,753,2,351,300
1,753,2,352,100
1,753,2,411,1800
1,753,2,422,300
1,753,2,432,400
1,753,2,441,300
1,753,2,511,400
1,753,2,512,400
1,753,2,513,200
1,753,2,515,600
1,753,2,521,100
1,753,2,522,1500
1,753,2,523,500
1,753,2,524,400
1,753,2,541,1800
1,753,2,611,500
1,753,2,612,100
1,753,2,622,5700
1,753,2,711,3500
1,753,2,712,200
1,753,2,721,300
1,753,2,722,100
1,753,2,723,600
1,753,2,731,200
1,753,2,741,200
1,753,2,742,100
1,753,2,751,300
1,753,2,752,300
1,753,2,753,600
1,753,2,754,500
1,753,2,818,200
1,753,2,832,3400
1,753,2,833,1500
1,753,2,835,700
1,753,2,911,2400
1,753,2,931,900
1,753,2,932,300
1,753,2,933,600
1,753,2,961,200
1,753,2,962,400
1,753,2,2000,900
1,753,2,3000,1100
1,753,2,4000,100
1,753,2,5000,2500
1,753,2,6000,17500
1,753,2,9000,800
1,754,2,133,100
1,754,2,142,100
1,754,2,541,200
1,754,2,622,100
1,754,2,911,100
1,754,2,2000,100
1,811,2,411,100
1,813,2,5000,100
1,813,2,6000,100
1,815,2,111,100
1,815,2,112,200
1,815,2,134,100
1,815,2,142,100
1,815,2,230,100
1,815,2,311,200
1,815,2,315,400
1,815,2,335,100
1,815,2,343,100
1,815,2,411,200
1,815,2,515,200
1,815,2,522,200
1,815,2,541,600
1,815,2,611,100
1,815,2,622,1000
1,815,2,711,700
1,815,2,721,100
1,815,2,741,100
1,815,2,753,100
1,815,2,815,200
1,815,2,832,200
1,815,2,911,200
1,815,2,931,100
1,815,2,933,100
1,815,2,3000,100
1,815,2,5000,300
1,815,2,6000,1100
1,815,2,9999,100
1,818,2,818,100
1,818,2,832,200
1,831,2,6000,100
1,832,2,322,100
1,832,2,325,100
1,832,2,5000,100
1,833,2,5000,100
1,834,2,611,100
1,835,2,312,100
1,911,2,21,200
1,911,2,31,500
1,911,2,111,600
1,911,2,112,500
1,911,2,121,200
1,911,2,122,200
1,911,2,132,800
1,911,2,134,300
1,911,2,141,300
1,911,2,142,2000
1,911,2,143,300
1,911,2,214,200
1,911,2,216,100
1,911,2,230,300
1,911,2,233,400
1,911,2,234,400
1,911,2,241,100
1,911,2,262,100
1,911,2,263,2100
1,911,2,311,900
1,911,2,312,300
1,911,2,313,200
1,911,2,315,3000
1,911,2,325,200
1,911,2,331,100
1,911,2,332,100
1,911,2,334,1700
1,911,2,335,100
1,911,2,341,300
1,911,2,343,200
1,911,2,352,100
1,911,2,411,2200
1,911,2,431,200
1,911,2,432,400
1,911,2,441,400
1,911,2,512,500
1,911,2,513,400
1,911,2,515,100
1,911,2,521,100
1,911,2,522,1500
1,911,2,523,300
1,911,2,524,200
1,911,2,532,100
1,911,2,541,8700
1,911,2,611,2500
1,911,2,622,17400
1,911,2,711,6200
1,911,2,713,400
1,911,2,721,900
1,911,2,722,100
1,911,2,723,300
1,911,2,731,800
1,911,2,741,400
1,911,2,742,200
1,911,2,751,1100
1,911,2,753,300
1,911,2,815,200
1,911,2,818,200
1,911,2,832,3100
1,911,2,833,1400
1,911,2,835,2200
1,911,2,911,13500
1,911,2,921,400
1,911,2,931,1800
1,911,2,932,400
1,911,2,933,1700
1,911,2,961,500
1,911,2,962,300
1,911,2,2000,600
1,911,2,3000,2300
1,911,2,4000,200
1,911,2,5000,9200
1,911,2,6000,13900
1,911,2,9000,400
1,921,2,261,100
1,921,2,263,100
1,921,2,325,100
1,921,2,411,100
1,921,2,523,100
1,921,2,611,200
1,921,2,622,500
1,921,2,712,100
1,921,2,753,100
1,921,2,832,100
1,921,2,835,100
1,921,2,911,200
1,921,2,921,600
1,921,2,931,100
1,921,2,3000,200
1,921,2,5000,500
1,921,2,6000,100
1,921,2,9000,100
1,931,2,622,100
1,931,2,711,200
1,931,2,731,200
1,931,2,4000,100
1,931,2,5000,100
1,932,2,122,100
1,932,2,516,100
1,932,2,753,100
1,932,2,911,100
1,933,2,21,100
1,933,2,31,100
1,933,2,111,100
1,933,2,142,200
1,933,2,511,100
1,933,2,541,100
1,933,2,933,100
1,933,2,6000,100
1,941,2,111,300
1,941,2,141,500
1,941,2,263,100
1,941,2,331,100
1,941,2,343,100
1,941,2,622,600
1,941,2,832,100
1,941,2,835,100
1,941,2,911,200
1,941,2,3000,100
1,941,2,5000,200
1,941,2,6000,700
1,951,2,911,100
1,961,2,111,400
1,961,2,121,100
1,961,2,134,400
1,961,2,141,200
1,961,2,142,300
1,961,2,214,100
1,961,2,230,200
1,961,2,234,200
1,961,2,261,100
1,961,2,263,600
1,961,2,311,300
1,961,2,312,200
1,961,2,313,200
1,961,2,315,900
1,961,2,325,200
1,961,2,334,500
1,961,2,341,100
1,961,2,351,100
1,961,2,411,400
1,961,2,431,100
1,961,2,511,100
1,961,2,512,100
1,961,2,513,300
1,961,2,515,100
1,961,2,522,600
1,961,2,541,1700
1,961,2,611,1300
1,961,2,622,8300
1,961,2,711,3300
1,961,2,712,100
1,961,2,721,100
1,961,2,722,200
1,961,2,731,400
1,961,2,741,100
1,961,2,751,500
1,961,2,754,100
1,961,2,818,100
1,961,2,832,100
1,961,2,835,400
1,961,2,911,4300
1,961,2,921,100
1,961,2,931,400
1,961,2,933,100
1,961,2,941,100
1,961,2,961,800
1,961,2,962,100
1,961,2,2000,300
1,961,2,3000,1700
1,961,2,4000,100
1,961,2,5000,3000
1,961,2,6000,8400
1,961,2,9000,300
1,962,2,132,100
1,962,2,142,300
1,962,2,315,200
1,962,2,332,100
1,962,2,341,100
1,962,2,541,100
1,962,2,622,400
1,962,2,833,200
1,962,2,911,100
1,962,2,962,300
1,962,2,5000,300
1,999,2,21,100
1,999,2,31,400
1,999,2,111,300
1,999,2,112,100
1,999,2,121,400
1,999,2,122,400
1,999,2,132,300
1,999,2,133,100
1,999,2,141,200
1,999,2,142,600
1,999,2,143,100
1,999,2,221,100
1,999,2,226,100
1,999,2,230,100
1,999,2,233,100
1,999,2,234,100
1,999,2,235,200
1,999,2,241,100
1,999,2,263,100
1,999,2,265,100
1,999,2,311,500
1,999,2,312,300
1,999,2,313,100
1,999,2,315,700
1,999,2,331,100
1,999,2,333,100
1,999,2,334,200
1,999,2,342,100
1,999,2,411,300
1,999,2,421,100
1,999,2,432,100
1,999,2,511,100
1,999,2,512,100
1,999,2,515,100
1,999,2,522,300
1,999,2,523,100
1,999,2,541,800
1,999,2,611,500
1,999,2,622,800
1,999,2,711,400
1,999,2,721,100
1,999,2,723,200
1,999,2,742,100
1,999,2,753,100
1,999,2,818,100
1,999,2,832,100
1,999,2,833,100
1,999,2,911,300
1,999,2,933,200
1,999,2,961,100
1,999,2,2000,100
1,999,2,5000,500
1,999,2,6000,300
1,999,2,9000,400
1,2000,2,21,200
1,2000,2,31,700
1,2000,2,111,500
1,2000,2,112,1300
1,2000,2,121,500
1,2000,2,122,100
1,2000,2,132,900
1,2000,2,134,400
1,2000,2,141,200
1,2000,2,142,1200
1,2000,2,143,100
1,2000,2,214,200
1,2000,2,221,200
1,2000,2,230,200
1,2000,2,233,200
1,2000,2,241,600
1,2000,2,261,100
1,2000,2,263,100
1,2000,2,264,100
1,2000,2,265,200
1,2000,2,311,700
1,2000,2,312,100
1,2000,2,313,200
1,2000,2,315,1700
1,2000,2,322,100
1,2000,2,325,300
1,2000,2,331,200
1,2000,2,332,200
1,2000,2,334,800
1,2000,2,335,400
1,2000,2,343,100
1,2000,2,351,300
1,2000,2,411,1000
1,2000,2,421,100
1,2000,2,432,200
1,2000,2,441,100
1,2000,2,511,400
1,2000,2,512,200
1,2000,2,513,200
1,2000,2,522,300
1,2000,2,524,100
1,2000,2,531,100
1,2000,2,532,100
1,2000,2,541,3400
1,2000,2,611,200
1,2000,2,622,5200
1,2000,2,711,2000
1,2000,2,712,200
1,2000,2,713,100
1,2000,2,721,400
1,2000,2,722,100
1,2000,2,723,300
1,2000,2,741,100
1,2000,2,742,100
1,2000,2,751,100
1,2000,2,754,400
1,2000,2,815,200
1,2000,2,832,1100
1,2000,2,833,300
1,2000,2,835,500
1,2000,2,911,1600
1,2000,2,931,200
1,2000,2,933,500
1,2000,2,961,100
1,2000,2,962,200
1,2000,2,2000,3800
1,2000,2,3000,800
1,2000,2,4000,100
1,2000,2,5000,1200
1,2000,2,6000,6500
1,2000,2,9000,500
1,2000,2,9999,100
1,3000,2,11,600
1,3000,2,21,2100
1,3000,2,31,3500
1,3000,2,111,6000
1,3000,2,112,10400
1,3000,2,121,4400
1,3000,2,122,1400
1,3000,2,131,100
1,3000,2,132,5200
1,3000,2,133,900
1,3000,2,134,4600
1,3000,2,141,3100
1,3000,2,142,10900
1,3000,2,143,3300
1,3000,2,211,200
1,3000,2,212,100
1,3000,2,214,1200
1,3000,2,216,200
1,3000,2,221,900
1,3000,2,222,100
1,3000,2,226,200
1,3000,2,230,3500
1,3000,2,231,800
1,3000,2,233,3700
1,3000,2,234,1300
1,3000,2,235,400
1,3000,2,241,700
1,3000,2,242,100
1,3000,2,243,200
1,3000,2,261,1700
1,3000,2,263,3400
1,3000,2,264,300
1,3000,2,265,500
1,3000,2,311,9100
1,3000,2,312,2100
1,3000,2,313,4300
1,3000,2,314,100
1,3000,2,315,13100
1,3000,2,321,300
1,3000,2,325,1300
1,3000,2,331,800
1,3000,2,332,1300
1,3000,2,333,400
1,3000,2,334,5600
1,3000,2,335,2500
1,3000,2,341,400
1,3000,2,342,800
1,3000,2,343,900
1,3000,2,351,900
1,3000,2,352,600
1,3000,2,411,7900
1,3000,2,413,100
1,3000,2,421,300
1,3000,2,422,800
1,3000,2,431,1000
1,3000,2,432,2600
1,3000,2,441,700
1,3000,2,511,2900
1,3000,2,512,900
1,3000,2,513,900
1,3000,2,514,100
1,3000,2,515,700
1,3000,2,522,8200
1,3000,2,523,1500
1,3000,2,524,400
1,3000,2,532,400
1,3000,2,541,19100
1,3000,2,611,4300
1,3000,2,612,200
1,3000,2,622,50500
1,3000,2,711,19500
1,3000,2,712,1400
1,3000,2,713,200
1,3000,2,721,1700
1,3000,2,722,700
1,3000,2,723,1800
1,3000,2,731,2000
1,3000,2,732,800
1,3000,2,741,900
1,3000,2,742,800
1,3000,2,751,1300
1,3000,2,752,200
1,3000,2,753,400
1,3000,2,754,800
1,3000,2,815,400
1,3000,2,818,500
1,3000,2,832,7900
1,3000,2,833,2900
1,3000,2,834,300
1,3000,2,835,5200
1,3000,2,911,18700
1,3000,2,912,100
1,3000,2,921,500
1,3000,2,931,5300
1,3000,2,932,400
1,3000,2,933,4200
1,3000,2,941,100
1,3000,2,961,600
1,3000,2,962,1800
1,3000,2,2000,4700
1,3000,2,3000,19300
1,3000,2,4000,600
1,3000,2,5000,14400
1,3000,2,6000,56600
1,3000,2,9000,1400
1,3000,2,9999,300
1,4000,2,11,300
1,4000,2,21,100
1,4000,2,31,200
1,4000,2,112,200
1,4000,2,121,100
1,4000,2,122,200
1,4000,2,134,200
1,4000,2,142,100
1,4000,2,143,100
1,4000,2,214,100
1,4000,2,241,100
1,4000,2,261,100
1,4000,2,311,100
1,4000,2,313,200
1,4000,2,315,200
1,4000,2,323,100
1,4000,2,325,100
1,4000,2,332,100
1,4000,2,334,200
1,4000,2,341,200
1,4000,2,343,100
1,4000,2,351,100
1,4000,2,411,100
1,4000,2,431,100
1,4000,2,513,100
1,4000,2,522,100
1,4000,2,523,100
1,4000,2,541,1200
1,4000,2,611,200
1,4000,2,622,200
1,4000,2,711,300
1,4000,2,832,600
1,4000,2,911,600
1,4000,2,2000,200
1,4000,2,3000,100
1,4000,2,4000,300
1,4000,2,5000,100
1,4000,2,6000,1200
1,4000,2,9000,400
1,5000,2,11,1300
1,5000,2,21,8800
